code	time
30	5601
40	16116
10	26894
40	37672
10	49450
10	60728
40	71506
20	82533
10	94062
40	105339
10	116117
30	126895
10	137423
40	148452
20	159980
20	171007
30	181535
30	193563
10	204091
30	216119
40	226897
20	237425
40	247953
30	258981
10	271009
20	281787
30	293565
20	304592
20	316371
40	328648
30	339926
20	351953
