code	time
30	5604
30	16119
10	26897
40	37675
10	49453
40	60731
40	71509
10	82537
20	94065
30	105343
30	116121
10	126899
20	137427
30	148455
20	159983
40	171011
30	181539
10	193567
10	204095
40	216122
20	226900
20	237428
30	247956
20	258985
20	271013
40	281790
10	293568
20	304596
40	316374
10	328651
40	339929
30	351957
