code	time	valence	arousal	humanlike
40	5604	2	6	3
30	18932	2	7	3
10	29927	6	7	7
20	44003	6	7	7
40	55481	2	3	6
10	68292	7	4	7
10	82918	7	7	7
30	95578	2	7	3
10	109555	7	7	7
20	121049	7	7	7
40	129379	2	4	2
20	141789	7	7	7
30	149852	6	6	7
30	161463	4	7	4
20	174507	7	7	7
40	182486	2	4	3
30	195496	4	5	6
10	210506	7	7	7
40	218435	3	6	4
20	231696	7	7	7
20	240158	7	7	7
40	248421	3	4	4
10	261581	7	6	7
30	273609	4	5	7
20	287452	7	7	7
30	296081	2	7	3
40	310208	2	4	2
10	320719	7	7	7
