code	time
10	5602
40	16116
30	26895
20	37673
30	49451
10	60729
40	71506
20	82534
20	94063
30	105340
40	116118
10	126896
20	137425
30	148453
10	159980
10	171008
40	181537
30	193565
20	204092
30	216120
20	226898
20	237426
30	247954
20	258982
40	271010
10	281788
30	293566
10	304593
40	316371
40	328649
10	339926
40	351954
