code	time
40	5596
10	16611
10	27389
40	38668
40	50946
20	61723
30	73001
30	83529
20	94057
20	104835
30	116113
20	126891
30	138419
10	148947
20	159475
30	170003
20	181032
30	193060
10	204087
40	216115
10	227393
40	238920
30	249948
10	260976
20	274004
40	284781
40	296559
10	307087
