code	time
20	5601
30	16616
40	27394
20	38672
10	50950
40	61727
10	73006
30	83534
10	94062
30	104840
20	116118
30	126896
40	138424
20	148952
40	159480
10	170008
40	181036
10	193065
40	204092
10	216120
20	227398
40	238925
30	249953
20	260981
10	274009
30	284786
30	296564
20	307092
