code	time
40	5593
10	16609
40	27386
20	38665
20	50942
30	61720
40	72998
10	83526
20	94054
40	104832
20	116110
20	126888
30	138416
10	148944
40	159473
40	170000
20	181029
30	193057
30	204084
10	216112
10	227390
40	238918
30	249945
20	260974
30	274001
10	284778
30	296557
10	307084
