code	time
40	5603
10	16118
30	26896
20	37674
10	49452
30	60730
10	71507
40	82536
10	94064
20	105342
40	116119
40	126897
10	137426
30	148454
20	159982
40	171010
20	181537
30	193566
20	204093
40	216121
10	226899
40	237427
10	247955
30	258984
20	271011
20	281789
30	293567
30	304594
20	316373
40	328650
30	339928
10	351955
