code	time
30	5600
10	16115
20	26893
30	37671
40	49450
10	60727
40	71505
10	82533
40	94061
40	105339
20	116117
30	126895
30	137423
10	148452
40	159979
40	171007
20	181535
20	193563
30	204091
10	216119
20	226897
30	237425
30	247953
20	258981
20	271009
30	281787
10	293565
10	304592
40	316370
20	328648
40	339925
10	351953
