,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.0024347706,0.00071715564,0.0010572822,0.08559151,0.004964848,0.063919425,0.8413151,image_analysis/neutral/2021_12_23_16_54_23_neutral_632.png
