,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.8257146,0.02122428,0.10891878,0.0005898294,0.0013333978,0.04075954,0.001459548,image_analysis/anger/2023_12_19_15_10_44_anger_469.png
