anger,x1,x10,x11,x16,x18,x19,x20,x28,x29,x30,x32,x6,x8,x9
0.8620809316635132,39.40319655356422,0.0,255.0,203.2235089101379,105.90871308121838,32.42455828384747,50.75072676820116,4.119392924814863,231.35641636884725,255.0,255.0,140.0,216.29375960470446,92.70743704381503
