anger,x1,x10,x11,x16,x18,x19,x20,x28,x29,x30,x32,x6,x8,x9
0.8257145881652832,0.0,0.0,255.0,213.15799260730037,0.0,255.0,0.0,218.29907447548237,152.1881026131934,255.0,255.0,140.0,204.77005651394978,86.5657738484944
