anger,x1,x10,x11,x16,x18,x19,x20,x28,x29,x30,x32,x6,x8,x9
0.8547998070716858,3.4634355064578126,0.0,243.3146632050719,203.50893966503662,63.053095576845124,172.49457632943435,106.71895187186375,91.26794247689058,167.86371496574623,255.0,243.21307223753797,140.0,240.33861708976235,168.01450249688506
