anger,x1,x10,x11,x16,x18,x19,x20,x28,x29,x30,x32,x6,x8,x9
0.8772574663162231,0.0,0.0,255.0,255.0,0.0,255.0,0.0,255.0,224.55949833768813,255.0,255.0,140.0,162.82624207287833,0.0
