2024-03-29 11:05:12,891 | INFO | Opened serial port /dev/ttyUSB1
2024-03-29 11:19:41,036 | INFO | Shuffle the conditionsBOAnger: [(39, 0, 1), (40, 3, 9), (39, 0, 1), (40, 2, 8), (40, 0, 6), (40, 1, 7), (41, 0, 11), (40, 4, 10), (41, 1, 12), (39, 2, 3), (39, 1, 2), (41, 2, 13), (39, 4, 5), (41, 4, 15), (39, 3, 4), (41, 3, 14)]
2024-03-29 11:19:41,036 | INFO | Received the serial number 2, index 1, trial number 1, BO anger, duration 975ms, duration type 39, exp type 0
2024-03-29 11:19:44,053 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:19:51,551 | INFO | Shuffle the conditionsProHappy: [(39, 0, 1), (41, 2, 13), (39, 0, 1), (41, 1, 12), (40, 0, 6), (40, 4, 10), (39, 3, 4), (39, 2, 3), (39, 4, 5), (41, 3, 14), (40, 1, 7), (41, 0, 11), (40, 2, 8), (41, 4, 15), (39, 1, 2), (40, 3, 9)]
2024-03-29 11:19:51,551 | INFO | Received the serial number 3, index 1, trial number 1, prototype happiness, duration 975ms, duration type 39, exp type 0
2024-03-29 11:19:54,570 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:20:02,329 | INFO | Shuffle the conditionsProAnger: [(39, 0, 1), (39, 0, 1), (39, 2, 3), (41, 3, 14), (41, 4, 15), (39, 3, 4), (41, 2, 13), (40, 3, 9), (40, 2, 8), (40, 1, 7), (40, 4, 10), (41, 0, 11), (39, 4, 5), (40, 0, 6), (41, 1, 12), (39, 1, 2)]
2024-03-29 11:20:02,330 | INFO | Received the serial number 1, index 1, trial number 1, prototype anger, duration 975ms, duration type 39, exp type 0
2024-03-29 11:20:05,354 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:20:13,108 | INFO | Shuffle the conditionBOHappy: [(39, 0, 1), (40, 4, 10), (41, 3, 14), (40, 2, 8), (39, 1, 2), (40, 0, 6), (41, 2, 13), (39, 0, 1), (39, 3, 4), (41, 1, 12), (39, 2, 3), (40, 3, 9), (41, 0, 11), (41, 4, 15), (40, 1, 7), (39, 4, 5)]
2024-03-29 11:20:13,108 | INFO | Received the serial number 4, index 1, trial number 1, BO happiness, duration 975ms, duration type 39, exp type 0
2024-03-29 11:20:16,125 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:21:05,767 | INFO | Received the serial number 4, index 10, trial number 2, BO happiness, duration 1000ms, duration type 40, exp type 4
2024-03-29 11:21:08,816 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:21:16,283 | INFO | Received the serial number 4, index 14, trial number 3, BO happiness, duration 1025ms, duration type 41, exp type 3
2024-03-29 11:21:19,359 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:21:27,061 | INFO | Received the serial number 1, index 1, trial number 2, prototype anger, duration 975ms, duration type 39, exp type 0
2024-03-29 11:21:30,085 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:21:37,840 | INFO | Received the serial number 3, index 13, trial number 2, prototype happiness, duration 1025ms, duration type 41, exp type 2
2024-03-29 11:21:40,914 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:21:49,618 | INFO | Received the serial number 2, index 9, trial number 2, BO anger, duration 1000ms, duration type 40, exp type 3
2024-03-29 11:21:52,667 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:22:00,896 | INFO | Received the serial number 1, index 3, trial number 3, prototype anger, duration 975ms, duration type 39, exp type 2
2024-03-29 11:22:03,918 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:22:11,674 | INFO | Received the serial number 4, index 8, trial number 4, BO happiness, duration 1000ms, duration type 40, exp type 2
2024-03-29 11:22:14,724 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:22:22,703 | INFO | Received the serial number 3, index 1, trial number 3, prototype happiness, duration 975ms, duration type 39, exp type 0
2024-03-29 11:22:25,723 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:22:34,231 | INFO | Received the serial number 2, index 1, trial number 3, BO anger, duration 975ms, duration type 39, exp type 0
2024-03-29 11:22:37,258 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:22:45,509 | INFO | Received the serial number 3, index 12, trial number 4, prototype happiness, duration 1025ms, duration type 41, exp type 1
2024-03-29 11:22:48,578 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:22:56,287 | INFO | Received the serial number 1, index 14, trial number 4, prototype anger, duration 1025ms, duration type 41, exp type 3
2024-03-29 11:22:59,363 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:23:07,066 | INFO | Received the serial number 4, index 2, trial number 5, BO happiness, duration 975ms, duration type 39, exp type 1
2024-03-29 11:23:10,090 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:23:17,594 | INFO | Received the serial number 2, index 8, trial number 4, BO anger, duration 1000ms, duration type 40, exp type 2
2024-03-29 11:23:20,644 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:23:28,623 | INFO | Received the serial number 4, index 6, trial number 6, BO happiness, duration 1000ms, duration type 40, exp type 0
2024-03-29 11:23:31,674 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:23:40,151 | INFO | Received the serial number 1, index 15, trial number 5, prototype anger, duration 1025ms, duration type 41, exp type 4
2024-03-29 11:23:43,224 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:23:51,180 | INFO | Received the serial number 4, index 13, trial number 7, BO happiness, duration 1025ms, duration type 41, exp type 2
2024-03-29 11:23:54,257 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:24:01,708 | INFO | Received the serial number 2, index 6, trial number 5, BO anger, duration 1000ms, duration type 40, exp type 0
2024-03-29 11:24:04,753 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:24:13,736 | INFO | Received the serial number 4, index 1, trial number 8, BO happiness, duration 975ms, duration type 39, exp type 0
2024-03-29 11:24:16,760 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:24:24,264 | INFO | Received the serial number 1, index 4, trial number 6, prototype anger, duration 975ms, duration type 39, exp type 3
2024-03-29 11:24:27,289 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:24:36,293 | INFO | Received the serial number 3, index 6, trial number 5, prototype happiness, duration 1000ms, duration type 40, exp type 0
2024-03-29 11:24:39,340 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:24:47,071 | INFO | Received the serial number 1, index 13, trial number 7, prototype anger, duration 1025ms, duration type 41, exp type 2
2024-03-29 11:24:50,146 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:24:57,599 | INFO | Received the serial number 2, index 7, trial number 6, BO anger, duration 1000ms, duration type 40, exp type 1
2024-03-29 11:25:00,652 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:25:08,128 | INFO | Received the serial number 3, index 10, trial number 6, prototype happiness, duration 1000ms, duration type 40, exp type 4
2024-03-29 11:25:11,175 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:25:19,156 | INFO | Received the serial number 1, index 9, trial number 8, prototype anger, duration 1000ms, duration type 40, exp type 3
2024-03-29 11:25:22,207 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:25:31,185 | INFO | Received the serial number 3, index 4, trial number 7, prototype happiness, duration 975ms, duration type 39, exp type 3
2024-03-29 11:25:34,205 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:25:41,963 | INFO | Received the serial number 2, index 11, trial number 7, BO anger, duration 1025ms, duration type 41, exp type 0
2024-03-29 11:25:45,040 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:25:53,741 | INFO | Received the serial number 2, index 10, trial number 8, BO anger, duration 1000ms, duration type 40, exp type 4
2024-03-29 11:25:56,792 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:26:04,769 | INFO | Received the serial number 3, index 3, trial number 8, prototype happiness, duration 975ms, duration type 39, exp type 2
2024-03-29 11:26:07,795 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:26:16,547 | INFO | Received the serial number 1, index 8, trial number 9, prototype anger, duration 1000ms, duration type 40, exp type 2
2024-03-29 11:26:19,601 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:26:28,826 | INFO | Received the serial number 2, index 12, trial number 9, BO anger, duration 1025ms, duration type 41, exp type 1
2024-03-29 11:26:31,904 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:26:40,103 | INFO | Received the serial number 4, index 4, trial number 9, BO happiness, duration 975ms, duration type 39, exp type 3
2024-03-29 11:26:43,127 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:26:52,132 | INFO | Received the serial number 3, index 5, trial number 9, prototype happiness, duration 975ms, duration type 39, exp type 4
2024-03-29 11:26:55,155 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:27:24,649 | INFO | Received the serial number 3, index 14, trial number 10, prototype happiness, duration 1025ms, duration type 41, exp type 3
2024-03-29 11:27:27,724 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:27:35,665 | INFO | Received the serial number 1, index 7, trial number 10, prototype anger, duration 1000ms, duration type 40, exp type 1
2024-03-29 11:27:38,715 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:27:46,443 | INFO | Received the serial number 2, index 3, trial number 10, BO anger, duration 975ms, duration type 39, exp type 2
2024-03-29 11:27:49,468 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:27:57,721 | INFO | Received the serial number 3, index 7, trial number 11, prototype happiness, duration 1000ms, duration type 40, exp type 1
2024-03-29 11:28:00,770 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:28:10,000 | INFO | Received the serial number 2, index 2, trial number 11, BO anger, duration 975ms, duration type 39, exp type 1
2024-03-29 11:28:13,026 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:28:20,777 | INFO | Received the serial number 3, index 11, trial number 12, prototype happiness, duration 1025ms, duration type 41, exp type 0
2024-03-29 11:28:23,855 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:28:32,056 | INFO | Received the serial number 2, index 13, trial number 12, BO anger, duration 1025ms, duration type 41, exp type 2
2024-03-29 11:28:35,136 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:28:42,584 | INFO | Received the serial number 3, index 8, trial number 13, prototype happiness, duration 1000ms, duration type 40, exp type 2
2024-03-29 11:28:45,636 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:28:53,113 | INFO | Received the serial number 4, index 12, trial number 10, BO happiness, duration 1025ms, duration type 41, exp type 1
2024-03-29 11:28:56,194 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:29:03,891 | INFO | Received the serial number 1, index 10, trial number 11, prototype anger, duration 1000ms, duration type 40, exp type 4
2024-03-29 11:29:06,944 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:29:15,170 | INFO | Received the serial number 2, index 5, trial number 13, BO anger, duration 975ms, duration type 39, exp type 4
2024-03-29 11:29:18,196 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:29:25,948 | INFO | Received the serial number 4, index 3, trial number 11, BO happiness, duration 975ms, duration type 39, exp type 2
2024-03-29 11:29:28,972 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:29:37,476 | INFO | Received the serial number 1, index 11, trial number 12, prototype anger, duration 1025ms, duration type 41, exp type 0
2024-03-29 11:29:40,555 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:29:48,005 | INFO | Received the serial number 4, index 9, trial number 12, BO happiness, duration 1000ms, duration type 40, exp type 3
2024-03-29 11:29:51,056 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:29:58,533 | INFO | Received the serial number 2, index 15, trial number 14, BO anger, duration 1025ms, duration type 41, exp type 4
2024-03-29 11:30:01,611 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:30:09,062 | INFO | Received the serial number 4, index 11, trial number 13, BO happiness, duration 1025ms, duration type 41, exp type 0
2024-03-29 11:30:12,140 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:30:20,090 | INFO | Received the serial number 4, index 15, trial number 14, BO happiness, duration 1025ms, duration type 41, exp type 4
2024-03-29 11:30:23,176 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:30:32,119 | INFO | Received the serial number 1, index 5, trial number 13, prototype anger, duration 975ms, duration type 39, exp type 4
2024-03-29 11:30:35,148 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:30:43,146 | INFO | Received the serial number 3, index 15, trial number 14, prototype happiness, duration 1025ms, duration type 41, exp type 4
2024-03-29 11:30:46,226 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:30:55,175 | INFO | Received the serial number 3, index 2, trial number 15, prototype happiness, duration 975ms, duration type 39, exp type 1
2024-03-29 11:30:58,202 | INFO | Received the serial number 0, neutral state.
2024-03-29 11:31:06,453 | INFO | Received the serial number 2, index 4, trial number 15, BO anger, duration 975ms, duration type 39, exp type 3
2024-03-29 11:31:09,479 | INFO | Received the serial number 0, neutral state.
