,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.9141308,0.005960389,0.050869893,0.0031814142,0.0056608682,0.016743092,0.0034536822,image_analysis/anger/2021_12_23_15_30_17_anger_562.png
