happiness,x1,x10,x11,x16,x18,x19,x20,x28,x29,x30,x32,x6,x8,x9
0.7251367568969727,170.80634521034895,172.0016939416685,0.0,196.01283269893608,191.06390496970556,53.4213882950795,159.518694320758,155.95578407382826,39.06590143543871,110.69518607632945,38.87787221694679,64.20514444892989,0.0,94.7796067499644
