happiness,x1,x10,x11,x16,x18,x19,x20,x28,x29,x30,x32,x6,x8,x9
0.9568329453468323,177.97499203266105,19.656009506253383,0.0,171.24404596585597,255.0,0.0,217.30763286126677,255.0,0.0,95.18247661534564,76.30424271959333,140.0,0.0,158.89287133272708
