happiness,x1,x10,x11,x16,x18,x19,x20,x28,x29,x30,x32,x6,x8,x9
0.8364999294281006,126.99091792846627,198.34390564329883,44.840857079933585,197.97730720076032,167.59333929880717,71.82917959642438,37.44947628774817,229.96334920376705,83.89189509575367,10.688549550607028,153.8192756315154,95.1028493254025,16.221183971954773,3.524205252358281
