,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,input,frame
0,526.7396375868055,213.69118881225586,222.77604166666663,269.7598457336426,0.9999171495437622,520.5076140393255,523.3403164313178,527.565446968755,534.1268265535491,547.379473006571,567.6738171729535,591.5574389479305,614.5053725487362,639.278597040688,664.1158896760858,686.7637902606039,709.2500010266981,729.0368214984069,742.551736361856,749.862122806298,755.389232629238,759.3064096646522,542.5295840087388,559.4625213010836,579.0894077745925,599.1025168131837,617.6760172733345,658.2440602474226,677.7910279586508,697.689449135582,716.96750622636,731.9904391254358,639.0520769370728,639.6788468728341,640.006374876145,640.510449638236,619.6487488264718,629.7021895341647,640.1900413894596,650.1618653988312,659.2348831060981,568.4913733765638,583.3656211037096,597.0176539498113,608.5065259273899,596.4712465550685,582.8765672871607,668.5481780578557,680.8679388959099,694.1335851717436,708.1404770029935,695.100559746938,681.6204525723238,598.4217891713099,616.1201000761043,630.8879277324247,639.6077843905841,648.4434190625207,662.6846839515742,678.3660880240809,664.4041143189993,650.1450211015181,639.4888323940945,628.8767417869105,613.6896396968968,603.7453203219122,630.526682192396,639.5764883421971,648.9990300423933,673.9628767970084,649.5231327318738,639.5478163767821,629.6409963051515,308.4664757607454,337.9512991131669,366.56503303987574,394.66741809213727,419.9490683072845,441.206552221724,458.22565976813576,474.34468756041224,480.1131937220516,474.337702868972,458.1802013895908,440.2904578435682,419.22468634390907,393.2201784488775,364.986975142569,336.3600918589084,306.5557092257309,304.3168840823928,295.6416561294857,293.701571255677,295.2940616093299,300.1235126668082,297.32094381585694,292.48685237635823,291.2255270821943,294.70771412817453,303.2178660379402,320.3296943984851,337.39590037529933,354.0440474862676,371.30318144570947,386.50165777772327,389.2780147410458,391.244764928585,389.2541085733815,386.6290415702333,325.7092960278869,322.02949238043925,321.33616528135417,325.56844451541747,329.5307808610967,329.7451356388747,325.7865231756484,320.3939747839361,320.5031057640083,323.60992352925746,328.3098683741748,328.7927671725761,412.7021422223647,413.16469473036886,412.5944197574172,414.6069370391451,412.7407123831081,413.3651476568134,412.32919442996445,430.05879173578205,438.070830954327,439.3413308915292,437.69659041516843,428.85663372421914,414.11661941792954,416.0728539788529,417.71992911726966,416.038335710934,414.1555754732276,428.3972841410191,429.67986257778375,427.7881881758635,0.4941663917162099,-2.0017561803064106,2.455013636816829,0.24482742,0.20504746,0.27115753,0.255177,0.45849875,1.0,0.38886005,0.49077728,0.0,0.49577194,0.66629654,0.14117649,0.50611764,1.0,0.6729773,0.1020527,0.70242316,0.3321237,0.16864659,0.43403804,0.0011409527,0.00118347,0.00094473624,0.95683295,0.002111252,0.007245278,0.03054142,image_analysis/happiness/2023_12_19_13_14_42_happiness_337.png,0
