happiness,x1,x10,x11,x16,x18,x19,x20,x28,x29,x30,x32,x6,x8,x9
0.4454188048839569,93.01540970592394,97.65868221428505,15.64649305619534,211.4993239381017,222.60696790047194,140.50915204391438,129.28150616764674,143.97691617889487,2.3940110279926516,147.82206707219262,47.539224632229136,77.92134139420234,49.6875787137481,78.40871761166645
