,frame,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0,524.35986,206.98143,226.62952,269.90674,0.9999249,525.4330430477858,527.4852091446519,531.492858812213,537.9642195850611,550.1319554150105,568.8169229775667,591.4694275259972,614.529006332159,639.1338458061218,663.4871597886086,685.3441269993782,706.4250141978264,724.346809566021,735.8217743039131,742.1558232307434,746.4676771759987,749.3301780223846,550.8744661509991,566.3021969050169,583.2501618862152,600.1731695830822,616.0491022467613,660.3894624710083,677.5980530977249,694.916219830513,711.8090835213661,725.7924851775169,638.139020383358,638.5998453497887,638.9231387972832,639.4510860443115,618.6783755421638,628.6924665570259,639.0419574379921,649.3821732401848,658.9110637307167,569.5222154259682,583.7254364490509,597.1885224580765,608.5465886592865,596.6724212765694,583.1486811339855,668.3622388243675,680.7001601457596,694.0646536946297,707.1960824131966,695.3541011810303,681.8629621267319,595.947939991951,614.8400469124317,630.276365250349,638.9861605167389,647.6552512049675,662.58113104105,678.8336400389671,663.9237231016159,649.5678863525391,639.2494751214981,628.9226186871529,613.194590985775,600.7881805300713,629.743780463934,639.0010820031166,648.3440478444099,674.4457792639732,648.6146686077118,639.0834023952484,629.4044997096062,312.9448963403702,340.2835327386856,367.4217948913574,394.285726249218,418.42571341991425,438.79254972934723,455.0849741101265,468.73447293043137,473.3418927192688,467.82278150320053,453.5432282090187,437.04632902145386,417.0508375763893,392.36184710264206,365.7329332232475,339.164494484663,311.78131330013275,298.29044273495674,291.7324901521206,290.940528601408,292.89047560095787,297.139682084322,295.6748379766941,291.8497222661972,290.1403740644455,291.93009001016617,298.259005099535,319.4774156808853,334.6348145008087,349.33075374364853,364.4345360994339,382.30925637483597,384.4997208118439,385.9317116141319,384.7491553425789,382.832175552845,323.86091554164886,318.46248611807823,318.7173717916012,326.46418607234955,329.14883321523666,328.8758774101734,326.09938257932663,317.92440950870514,317.44997295737267,322.72263556718826,327.9807428121567,328.6466283798218,408.5573550462723,408.6119803786278,407.28829646110535,409.3909242749214,407.5890693664551,408.9970751404762,408.76300144195557,423.4159336090088,430.86419612169266,432.17142897844315,430.73795741796494,423.3180083036423,409.9942600131035,413.73745399713516,415.1187410354614,413.78355276584625,410.4594296216965,420.14783519506454,421.3315630555153,419.95785880088806,0.26150497503901515,0.221471667537348,0.32948589907580517,0.10744303998068135,0.45934754003457884,0.6022779681980688,0.32153884835659574,0.47877708175284234,0.38480377003929,0.5747937938076523,0.7461601987253583,0.20898622865052352,0.5145860808437507,0.2832357440587905,0.514605291747225,0.6124602854484719,0.28526073089647663,0.145575100140974,0.33733909719945004,0.19891083238384738,0.0029000514,0.0032297047,0.002263957,0.4454188,0.0030448588,0.11363728,0.42950535,image_analysis/happiness/2023_12_19_15_26_26_happiness_334.png
