,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.0016744595,0.0007228492,0.0015986591,0.8364999,0.0044253245,0.082155675,0.07292319,image_analysis/happiness/2023_12_19_13_17_34_happiness_388.png
