2024-03-21 10:03:17,986 | INFO | Opened serial port /dev/ttyUSB1
2024-03-21 10:06:10,782 | INFO | Shuffle the conditionsProHappy: [(39, 0, 1), (40, 3, 9), (41, 1, 12), (39, 0, 1), (41, 2, 13), (41, 3, 14), (40, 4, 10), (41, 4, 15), (39, 4, 5), (39, 1, 2), (40, 2, 8), (41, 0, 11), (40, 1, 7), (40, 0, 6), (39, 2, 3), (39, 3, 4)]
2024-03-21 10:06:10,782 | INFO | Received the serial number 3, index 1, trial number 1, prototype happiness, duration 975ms, duration type 39, exp type 0
2024-03-21 10:06:13,803 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:06:21,297 | INFO | Shuffle the conditionsProAnger: [(39, 0, 1), (41, 2, 13), (41, 1, 12), (39, 0, 1), (39, 4, 5), (41, 0, 11), (40, 2, 8), (40, 3, 9), (40, 0, 6), (41, 4, 15), (39, 2, 3), (39, 3, 4), (39, 1, 2), (40, 4, 10), (40, 1, 7), (41, 3, 14)]
2024-03-21 10:06:21,297 | INFO | Received the serial number 1, index 1, trial number 1, prototype anger, duration 975ms, duration type 39, exp type 0
2024-03-21 10:06:24,319 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:06:32,076 | INFO | Shuffle the conditionsBOAnger: [(39, 0, 1), (40, 4, 10), (39, 0, 1), (39, 3, 4), (41, 3, 14), (41, 2, 13), (40, 1, 7), (40, 2, 8), (39, 4, 5), (41, 1, 12), (40, 0, 6), (41, 0, 11), (39, 2, 3), (40, 3, 9), (41, 4, 15), (39, 1, 2)]
2024-03-21 10:06:32,076 | INFO | Received the serial number 2, index 1, trial number 1, BO anger, duration 975ms, duration type 39, exp type 0
2024-03-21 10:06:35,096 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:06:42,854 | INFO | Shuffle the conditionBOHappy: [(39, 0, 1), (39, 0, 1), (40, 4, 10), (39, 4, 5), (40, 3, 9), (41, 4, 15), (41, 0, 11), (39, 1, 2), (41, 1, 12), (39, 3, 4), (40, 0, 6), (41, 3, 14), (40, 2, 8), (41, 2, 13), (40, 1, 7), (39, 2, 3)]
2024-03-21 10:06:42,854 | INFO | Received the serial number 4, index 1, trial number 1, BO happiness, duration 975ms, duration type 39, exp type 0
2024-03-21 10:06:45,878 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:07:46,411 | INFO | Received the serial number 1, index 13, trial number 2, prototype anger, duration 1025ms, duration type 41, exp type 2
2024-03-21 10:07:49,483 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:07:56,927 | INFO | Received the serial number 2, index 10, trial number 2, BO anger, duration 1000ms, duration type 40, exp type 4
2024-03-21 10:07:59,975 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:08:07,705 | INFO | Received the serial number 3, index 9, trial number 2, prototype happiness, duration 1000ms, duration type 40, exp type 3
2024-03-21 10:08:10,754 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:08:18,484 | INFO | Received the serial number 4, index 1, trial number 2, BO happiness, duration 975ms, duration type 39, exp type 0
2024-03-21 10:08:21,507 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:08:30,262 | INFO | Received the serial number 1, index 12, trial number 3, prototype anger, duration 1025ms, duration type 41, exp type 1
2024-03-21 10:08:33,335 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:08:41,540 | INFO | Received the serial number 4, index 10, trial number 3, BO happiness, duration 1000ms, duration type 40, exp type 4
2024-03-21 10:08:44,588 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:08:52,318 | INFO | Received the serial number 2, index 1, trial number 3, BO anger, duration 975ms, duration type 39, exp type 0
2024-03-21 10:08:55,340 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:09:03,347 | INFO | Received the serial number 1, index 1, trial number 4, prototype anger, duration 975ms, duration type 39, exp type 0
2024-03-21 10:09:06,366 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:09:14,875 | INFO | Received the serial number 3, index 12, trial number 3, prototype happiness, duration 1025ms, duration type 41, exp type 1
2024-03-21 10:09:17,951 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:09:26,154 | INFO | Received the serial number 1, index 5, trial number 5, prototype anger, duration 975ms, duration type 39, exp type 4
2024-03-21 10:09:29,177 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:09:36,932 | INFO | Received the serial number 4, index 5, trial number 4, BO happiness, duration 975ms, duration type 39, exp type 4
2024-03-21 10:09:39,956 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:09:47,710 | INFO | Received the serial number 4, index 9, trial number 5, BO happiness, duration 1000ms, duration type 40, exp type 3
2024-03-21 10:09:50,761 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:09:58,239 | INFO | Received the serial number 2, index 4, trial number 4, BO anger, duration 975ms, duration type 39, exp type 3
2024-03-21 10:10:01,260 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:10:09,267 | INFO | Received the serial number 3, index 1, trial number 4, prototype happiness, duration 975ms, duration type 39, exp type 0
2024-03-21 10:10:12,290 | INFO | Received the serial number 0, neutral state.
2024-03-21 10:10:20,795 | INFO | Received the serial number 2, index 14, trial number 5, BO anger, duration 1025ms, duration type 41, exp type 3
2024-03-21 10:10:23,872 | INFO | Received the serial number 0, neutral state.
