2024-03-21 12:55:33,574 | INFO | Opened serial port /dev/ttyUSB1
2024-03-21 13:02:45,227 | INFO | Shuffle the conditionsBOAnger: [(39, 0, 1), (39, 1, 2), (41, 1, 12), (39, 4, 5), (39, 0, 1), (39, 2, 3), (41, 3, 14), (40, 2, 8), (40, 0, 6), (40, 3, 9), (41, 2, 13), (41, 4, 15), (39, 3, 4), (40, 4, 10), (40, 1, 7), (41, 0, 11)]
2024-03-21 13:02:45,227 | INFO | Received the serial number 2, index 1, trial number 1, BO anger, duration 975ms, duration type 39, exp type 0
2024-03-21 13:02:48,249 | INFO | Received the serial number 0, neutral state.
2024-03-21 13:02:55,742 | INFO | Shuffle the conditionsProAnger: [(39, 0, 1), (39, 2, 3), (40, 2, 8), (40, 1, 7), (39, 4, 5), (41, 3, 14), (41, 4, 15), (40, 4, 10), (39, 3, 4), (40, 0, 6), (39, 1, 2), (41, 2, 13), (40, 3, 9), (41, 0, 11), (41, 1, 12), (39, 0, 1)]
2024-03-21 13:02:55,742 | INFO | Received the serial number 1, index 1, trial number 1, prototype anger, duration 975ms, duration type 39, exp type 0
2024-03-21 13:02:58,764 | INFO | Received the serial number 0, neutral state.
2024-03-21 13:03:06,521 | INFO | Shuffle the conditionBOHappy: [(39, 0, 1), (39, 3, 4), (39, 0, 1), (39, 2, 3), (41, 1, 12), (41, 3, 14), (40, 0, 6), (41, 0, 11), (40, 4, 10), (40, 2, 8), (41, 2, 13), (41, 4, 15), (40, 3, 9), (39, 4, 5), (40, 1, 7), (39, 1, 2)]
2024-03-21 13:03:06,521 | INFO | Received the serial number 4, index 1, trial number 1, BO happiness, duration 975ms, duration type 39, exp type 0
2024-03-21 13:03:09,544 | INFO | Received the serial number 0, neutral state.
2024-03-21 13:03:17,299 | INFO | Shuffle the conditionsProHappy: [(39, 0, 1), (39, 4, 5), (40, 1, 7), (39, 2, 3), (39, 0, 1), (41, 4, 15), (41, 1, 12), (41, 0, 11), (40, 4, 10), (39, 3, 4), (40, 3, 9), (41, 3, 14), (40, 2, 8), (40, 0, 6), (39, 1, 2), (41, 2, 13)]
2024-03-21 13:03:17,300 | INFO | Received the serial number 3, index 1, trial number 1, prototype happiness, duration 975ms, duration type 39, exp type 0
2024-03-21 13:03:20,324 | INFO | Received the serial number 0, neutral state.
2024-03-21 13:04:14,609 | INFO | Received the serial number 1, index 3, trial number 2, prototype anger, duration 975ms, duration type 39, exp type 2
2024-03-21 13:04:17,629 | INFO | Received the serial number 0, neutral state.
2024-03-21 13:04:25,124 | INFO | Received the serial number 4, index 4, trial number 2, BO happiness, duration 975ms, duration type 39, exp type 3
2024-03-21 13:04:28,146 | INFO | Received the serial number 0, neutral state.
2024-03-21 13:04:35,902 | INFO | Received the serial number 1, index 8, trial number 3, prototype anger, duration 1000ms, duration type 40, exp type 2
2024-03-21 13:04:38,952 | INFO | Received the serial number 0, neutral state.
2024-03-21 13:04:46,681 | INFO | Received the serial number 3, index 5, trial number 2, prototype happiness, duration 975ms, duration type 39, exp type 4
2024-03-21 13:04:49,701 | INFO | Received the serial number 0, neutral state.
2024-03-21 13:04:58,459 | INFO | Received the serial number 2, index 2, trial number 2, BO anger, duration 975ms, duration type 39, exp type 1
2024-03-21 13:05:01,483 | INFO | Received the serial number 0, neutral state.
