,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.07215921,0.04692303,0.83632714,0.005441664,0.0239169,0.011624304,0.0036076892,image_analysis/fear/2021_12_23_15_50_44_fear_792.png
