,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.0018104238,0.0046237186,0.0018640722,0.8954666,0.009336045,0.022416908,0.064482145,image_analysis/happiness/2021_12_23_16_02_49_happiness_982.png
