,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.0032308574,0.0007628097,0.0013859494,0.05823055,0.007905696,0.033755824,0.89472836,image_analysis/neutral/2021_12_23_16_55_37_neutral_762.png
