,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.026290365,5.786214e-05,0.004232278,0.0028564578,0.0008048692,0.94905996,0.016698277,image_analysis/surprise/2021_12_23_16_19_35_surprise_692.png
